key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESANV2025GUIDE_00926_TALK_ACTOR,（★未使用／削除予定★）
1,TEXT_FESANV2025GUIDE_00926_NEWBORNINTERN_000_000,感謝過去，祝福現在，祈禱未來……<hex:02100103>懷著神聖的心情慶祝新生慶典吧！<hex:02100103>仰望夜空還能看到美麗的煙花哦。
2,TEXT_FESANV2025GUIDE_00926_NEWBORNINTERN_000_010,所謂新生慶典，乃是表達緬懷與謝意的祭典。<hex:02100103>其主旨是悼念在第七靈災中的遇難者，<hex:02100103>並向靈災期間奮勇作戰的英雄們致謝。
3,TEXT_FESANV2025GUIDE_00926_NEWBORNINTERN_000_011,節日期間，大街上會放滿水晶點綴的莊嚴的裝飾物，<hex:02100103>沉浸在這夢幻般的氣氛中，<hex:02100103>懷念過去，享受現在，為未來的幸福祈禱吧。
4,TEXT_FESANV2025GUIDE_00926_NEWBORNINTERN_000_013,另外，還聽說利姆薩·羅敏薩<hex:02100103>正嘗試燃放特殊煙花作為新項目。<hex:02100103>如果您有空，務必前往一觀。
5,TEXT_FESANV2025GUIDE_00926_Q1_000_001,（★未使用／削除予定★）
6,TEXT_FESANV2025GUIDE_00926_A1_000_001,（★未使用／削除予定★）
7,TEXT_FESANV2025GUIDE_00926_A1_000_002,（★未使用／削除予定★）
8,TEXT_FESANV2025GUIDE_00926_NEWBORNINTERN_000_012,（★未使用／削除予定★）
