key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSDDD4REWARD_00944_OSEWYDOSEWYD_000_000,嘿咻嘿咻，我也要好好準備準備。<hex:02100103>不執筆不握劍，我要以一名工匠的身份幫助妖靈王的小樹苗！
1,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_010,我之前說過了吧，我是自由的工匠！<hex:02100103>只要你把材料給我，我就能給你做出最好的東西！
2,TEXT_CTSDDD4REWARD_00944_Q1_000_020,要做什麼？
3,TEXT_CTSDDD4REWARD_00944_A1_000_021,道具交換
4,TEXT_CTSDDD4REWARD_00944_A1_100_021,交換光耀聖典
5,TEXT_CTSDDD4REWARD_00944_A1_000_022,將聚魔裝備帶出迷宮
6,TEXT_CTSDDD4REWARD_00944_A1_000_023,製作光耀聚魔柄
7,TEXT_CTSDDD4REWARD_00944_A1_000_024,聽取說明
8,TEXT_CTSDDD4REWARD_00944_A1_000_025,取消
9,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_030,你想在教會之外使用美麗的祭禮武器？<hex:02100103>那你就再努力一下吧！<hex:02100103>只要手段夠強硬，規則就是你說了算！
10,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_031,想要將用於朝聖交錯路的聚魔裝備帶出迷宮，<hex:02100103>必須先突破第30朝聖路，<hex:02100103>並且完成隨之產生的任務。
11,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_040,哎呀，別那麼心急嘛。<hex:02100103>總之先努力打敗怪物，完成調查吧！<hex:02100103>之後想怎麼折騰我都奉陪！
12,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_041,想要製作光耀聚魔柄，<hex:02100103>必須先突破第30朝聖路，<hex:02100103>並且完成隨之產生的任務。
13,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_050,嗯……魔力不夠啊。<hex:02100103>必須讓武器和防具取回一定的力量，<hex:02100103>才能生成那樣東西。
14,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_051,想要製作「光耀聚魔柄」，<hex:02100103>需要「聚魔裝備（武器·盾）」<hex:02100103>和「聚魔裝備（防具）」的強化值都在10以上。
15,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_052,不錯不錯，裝備恢復了力量。<hex:02100103>我來給你提取聚魔柄，<hex:02100103>手法其實很像從人類身上提取靈魂哦！
16,TEXT_CTSDDD4REWARD_00944_Q2_000_053,確定要製作「光耀聚魔柄」嗎？<hex:02100103><hex:024804F201F403><hex:024904F201F503>※「聚魔裝備（武器·盾）」和「聚魔裝備（防具）」的強化值都會減少10。<hex:0249020103><hex:0248020103>
17,TEXT_CTSDDD4REWARD_00944_Q3_000_060,想了解什麼？
18,TEXT_CTSDDD4REWARD_00944_A3_000_061,關於道具交換
19,TEXT_CTSDDD4REWARD_00944_A3_000_062,關於將聚魔裝備帶出迷宮
20,TEXT_CTSDDD4REWARD_00944_A3_000_063,返回
21,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_070,雖然我們仙子族很擅長製造夢境與幻覺，<hex:02100103>但如果真的用它們來騙你，你肯定會生氣的吧？
22,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_071,所以就到了我的工匠技巧出場的時刻了！<hex:02100103>在教會裡，你可以撿到一種帶有魔力的魔器碎片，<hex:02100103>把它給我，我就給你製作相應的東西。
23,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_072,另外還有幾種特殊的寶物，<hex:02100103>比如美麗的石片、香油什麼的。<hex:02100103>你可以拿它們跟我交換一些好東西，絕對不是惡作劇！
24,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_080,豪華且華麗的聚魔裝備會在祭禮中展現出獨特的力量，<hex:02100103>但平時卻弱得不行……稍微甩兩下就壞了！
25,TEXT_CTSDDD4REWARD_00944_OSEWYD_000_081,於是就到了我大顯身手的時刻！<hex:02100103>我把聚魔裝備在祭禮中的狀態提煉、壓縮、注入！<hex:02100103>集萬千精華於一身，無論是哪方面的性能都比原版強上百倍！
26,TEXT_CTSDDD4REWARD_00944_SYSTEM_100_081,通關朝聖交錯路的第30朝聖路，並完成隨之解鎖的任務後，<hex:02100103>便可以將「光耀裝備」帶出迷宮。
27,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_082,能夠帶出的裝備只有武器和盾，<hex:02100103>帶出時需要提交指定數量的「光耀聚魔柄」。
28,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_083,想要製作「光耀聚魔柄」，<hex:02100103>需要消耗「聚魔裝備（武器·盾）」和<hex:02100103>「聚魔裝備（防具）」的強化值各10點。
29,TEXT_CTSDDD4REWARD_00944_SYSTEM_000_084,另外，通關朝聖交錯路的第100朝聖路，<hex:02100103>並將聚魔裝備（武器·盾）的強化值提升至60以上後，<hex:02100103>還可以將「聖禮裝備」帶出迷宮。
