key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_EXCHANGE_CONFIRM,要用<hex:022003E80303><hex:02280AFF05>Item<hex:E8020103>兌換駕駛申請書嗎？
1,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_NOT_ENOUGH_POINT,每張駕駛申請書需要<hex:022003E80303><hex:02280AFF05>Item<hex:E8020103>。<hex:02100103>繼續努力吧！
2,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_FIRST_TALK,我是重型載人機甲的管理者。<hex:02100103>同時也在發行申請駕駛機甲所需的駕駛申請書。
3,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TICKET_GET,好了，這張駕駛申請書歸你了。<hex:02100103>去申請成為駕駛員吧！
4,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TICKET_GETED,你已經有一張駕駛申請書了。<hex:02100103>下次再有機甲行動的時候，記得申請成為駕駛員啊！
5,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TICKET_QUESTION,要發行駕駛申請書嗎？
6,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_QUESTION,要做什麼？
7,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_CHOICES1,發行駕駛申請書
8,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_CHOICES2,以協助員的身份前往任務地點
9,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_CHOICES3,關於協助員
10,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_CHOICES4,取消
11,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_SUPPORTER1,協助員是機甲出動時在現場提供支援的人員。<hex:02100103>他們負責使用專用的攜帶型設備，<hex:02100103>處理那些機甲處理不了的小型目標。
12,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_SUPPORTER2,此外，大部分的機甲行動，<hex:02100103>在任務地點都會設定分析用的野外探查器。
13,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_WARP_TALK1,機甲行動正在召集人員。<hex:02100103>如果你想以協助員的身份參加任務，<hex:02100103>我可以把你送到任務地點。
14,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_QUESTION,要以協助員的身份前往任務地點嗎？
15,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_WARP_TALK2,機甲行動還沒開始。<hex:02100103>開始時如果你想以協助員的身份參加任務，<hex:02100103>我可以把你送到任務地點。
16,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_BEFORE_QUEST_TALK,哦？你是新來的嗎？<hex:02100103>請你先去和查明威談談，了解一下宇宙探索計劃吧。
17,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_CHOICES5,關於駕駛申請書的種類
18,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TICKET_KINDS_TALK1,駕駛申請書有多個種類。<hex:02100103>申請成為駕駛員時，<hex:02100103>需要持有所在探索場景對應的申請書。
19,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TICKET_KINDS_TALK2,發行申請書時，消耗的信用點也是所在探索場景的專用信用點。<hex:02100103>發行時請多加注意。
20,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_BEFORE_QUEST_TALK_C1W2,哎呀……你好像還沒有聽取過法恩娜行星的探索說明。<hex:02100103>先去找查明威聊一下吧！
21,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_BEFORE_QUEST_TALK_C1W3,哎呀……你好像還沒有聽取過俄匊斯行星的探索說明。<hex:02100103>先去找查明威聊一下吧！
22,TEXT_CTSWKSMECHAENTRYTICKETCOUNTER_00932_TALK_SUPPORTER3,在進行任務時，協助員收集到的物資<hex:02100103>需要提交給野外探查器進行分析。<hex:02100103>物資在靠近野外探查器時會被自動提交。
