key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_000,似乎是為新人準備的入職指南。<hex:02100103>有許多小項，要先看哪一項呢？
1,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_Q1_000_000,要閱讀哪一項？
2,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_A1_000_001,工作規定
3,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_A1_000_002,研究目的
4,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_A1_000_003,負責人一覽
5,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_A1_000_004,取消
6,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_010,(-工作規定-)本設施代號「倉庫棟10-29」。<hex:02100103>為確保機密安全，系統中登記的類型是物流設施。<hex:02100103>不論身處何處，一切言行都必須嚴格符合以上資訊。
7,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_011,(-工作規定-)研究人員須在指定的通用研究室、第一實驗室及第二實驗室工作。<hex:02100103>未經許可嚴禁進入其他房間。
8,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_012,(-工作規定-)研究人員的門禁卡嚴禁離身。<hex:02100103>另外，門禁卡只能解鎖有權進入的房間。
9,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_013,(-工作規定-)研究人員嚴禁摘下調魂器。<hex:02100103>另外，本設施包含研究內容在內的一切資訊均屬機密事項，<hex:02100103>研究人員對自身記憶的所有權與修改權均歸保全院所有。
10,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_020,(-研究目的-)許可權不足。<hex:02100103>請使用研究人員賬號登入。
11,TEXT_REGSAKPRESERVATIONLABOCOMMON_00949_SYSTEM_000_030,(-負責人一覽-)研究所所長：迪米特裡厄斯<hex:02100103>第一實驗室主任：厄俄斯福洛<hex:02100103>第二實驗室主任：已刪除
