key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_000,準備好素材了啊，<hex:02100103>那我就用附著了半魂晶的鍛鐵工具，<hex:02100103>為你展現一下只有這裡才能實現的加工方法！
1,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_001,怎麼樣？很棒吧！<hex:02100103>將乙太生成的虛影化作實影，<hex:02100103>並附著在了武器之上……
2,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_002,這就是我傾注全力製作出的幻境武器——<hex:02280AFF05>Item<hex:E8020103>！
3,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_003,這就是我傾注全力製作出的幻境武器——<hex:02100103><hex:02280AFF05>Item<hex:E8020103>和<hex:02280AFF05>Item<hex:E8030103>！
4,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_004,不用我說你也知道，<hex:02100103>武器只有在使用的時候才能發揮其真正的價值，<hex:02100103>否則……就如同虛像的幻境一樣毫無用處。
5,TEXT_CTSMKDWEPTRADE1_00933_GEROLT_000_005,為了不讓幻境就此消散，<hex:02100103>需要你拿在手中多多使用才行！
