key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGEA203_05328_SEQ_00,魯瓦特尼亞薩南邊的普利修繼續尋找走失的斯珂莉婭。
1,TEXT_KINGEA203_05328_SEQ_01,成功找到了斯珂莉婭。在普利修的勸解下，斯珂莉婭打消了顧慮，並唱了一首歌。和謝申內青磷泉的賈斯珀談談。
2,TEXT_KINGEA203_05328_SEQ_02,和賈斯珀進行了交談，他道謝後帶著女兒繼續前往圖萊尤拉。斯珂莉婭在普利修的鼓勵下，也表示會繼續歌唱，並期望與普利修再會。普利修想到自己的情況神情複雜。
3,TEXT_KINGEA203_05328_SEQ_03,
4,TEXT_KINGEA203_05328_SEQ_04,
5,TEXT_KINGEA203_05328_SEQ_05,
6,TEXT_KINGEA203_05328_SEQ_06,
7,TEXT_KINGEA203_05328_SEQ_07,
8,TEXT_KINGEA203_05328_SEQ_08,
9,TEXT_KINGEA203_05328_SEQ_09,
10,TEXT_KINGEA203_05328_SEQ_10,
11,TEXT_KINGEA203_05328_SEQ_11,
12,TEXT_KINGEA203_05328_SEQ_12,
13,TEXT_KINGEA203_05328_SEQ_13,
14,TEXT_KINGEA203_05328_SEQ_14,
15,TEXT_KINGEA203_05328_SEQ_15,
16,TEXT_KINGEA203_05328_SEQ_16,
17,TEXT_KINGEA203_05328_SEQ_17,
18,TEXT_KINGEA203_05328_SEQ_18,
19,TEXT_KINGEA203_05328_SEQ_19,
20,TEXT_KINGEA203_05328_SEQ_20,
21,TEXT_KINGEA203_05328_SEQ_21,
22,TEXT_KINGEA203_05328_SEQ_22,
23,TEXT_KINGEA203_05328_SEQ_23,
24,TEXT_KINGEA203_05328_TODO_00,和賈斯珀對話
25,TEXT_KINGEA203_05328_TODO_01,
26,TEXT_KINGEA203_05328_TODO_02,
27,TEXT_KINGEA203_05328_TODO_03,
28,TEXT_KINGEA203_05328_TODO_04,
29,TEXT_KINGEA203_05328_TODO_05,
30,TEXT_KINGEA203_05328_TODO_06,
31,TEXT_KINGEA203_05328_TODO_07,
32,TEXT_KINGEA203_05328_TODO_08,
33,TEXT_KINGEA203_05328_TODO_09,
34,TEXT_KINGEA203_05328_TODO_10,
35,TEXT_KINGEA203_05328_TODO_11,
36,TEXT_KINGEA203_05328_TODO_12,
37,TEXT_KINGEA203_05328_TODO_13,
38,TEXT_KINGEA203_05328_TODO_14,
39,TEXT_KINGEA203_05328_TODO_15,
40,TEXT_KINGEA203_05328_TODO_16,
41,TEXT_KINGEA203_05328_TODO_17,
42,TEXT_KINGEA203_05328_TODO_18,
43,TEXT_KINGEA203_05328_TODO_19,
44,TEXT_KINGEA203_05328_TODO_20,
45,TEXT_KINGEA203_05328_TODO_21,
46,TEXT_KINGEA203_05328_TODO_22,
47,TEXT_KINGEA203_05328_TODO_23,
48,TEXT_KINGEA203_05328_JASPER_000_001,那個姑娘說我女兒去了南邊……<hex:02100103>抱歉，麻煩你們幫忙找找了。
49,TEXT_KINGEA203_05328_BAKOOLJAJA_000_005,(-巴庫加加御魔之頭-)距離約定的時間還有些富裕，<hex:02100103>我們抓緊時間找到那個小姑娘吧。
50,TEXT_KINGEA203_05328_PRISHE_000_010,那個小小的影子朝南邊跑去了……<hex:02100103>我們得趕在魔物發現她之前找到她！
51,TEXT_KINGEA203_05328_ALXAAL_000_100,找到了！
52,TEXT_KINGEA203_05328_SCORIA_000_101,你們是……？
53,TEXT_KINGEA203_05328_PRISHE_000_102,我叫普利修，受你父親所託來找你。<hex:02100103>你為什麼一個人跑掉了？
54,TEXT_KINGEA203_05328_SCORIA_000_103,我、我不想移居……<hex:02100103>我想留在亞歷山德裡亞，做一名歌手。
55,TEXT_KINGEA203_05328_SCORIA_000_104,我不了解圖萊尤拉，那裡應該和亞歷山德裡亞很不一樣吧？<hex:02100103>那移居過去……是不是就沒人會聽我唱歌了？
56,TEXT_KINGEA203_05328_SCORIA_000_105,一想到這個，我就覺得很難受……<hex:02100103>等我再回過神來，就已經走了這麼遠了。
57,TEXT_KINGEA203_05328_SCORIA_000_106,那個……你是叫普利修來的吧？<hex:02100103>普利修，還有旁邊的幾位，對不起，給你們添麻煩了……
58,TEXT_KINGEA203_05328_PRISHE_000_107,你沒事就好！
59,TEXT_KINGEA203_05328_PRISHE_000_108,不過，看到你……讓我想起了我的朋友。
60,TEXT_KINGEA203_05328_PRISHE_000_109,她叫烏爾米婭。<hex:02100103>有一次，她也是在和今天一樣的夕陽中，<hex:02100103>哭得像世界要毀滅了一樣。
61,TEXT_KINGEA203_05328_PRISHE_000_110,她想加入大聖堂的聖歌隊，<hex:02100103>卻總是害怕自己唱不好，整個人都繃得緊緊的。
62,TEXT_KINGEA203_05328_PRISHE_100_110,（★未使用／削除予定★）
63,TEXT_KINGEA203_05328_PRISHE_000_111,斯珂莉婭，你知道嗎？世界遠比眼前這輪落日要大得多。<hex:02100103>在這樣廣闊的世界中，一些失敗也會變得微不足道……<hex:02100103>總對一兩步的方向猶豫不決，是無法丈量出地圖的全貌的。
64,TEXT_KINGEA203_05328_PRISHE_000_112,雖然我們剛剛認識，但我也能感受到，<hex:02100103>對你來說，放棄歌唱無異於世界崩塌。
65,TEXT_KINGEA203_05328_PRISHE_100_112,我對烏爾米婭也說過類似的話。<hex:02100103>她最後堅持唱了下去，也成功加入了憧憬的聖歌隊。
66,TEXT_KINGEA203_05328_SCORIA_000_113,但是……圖萊尤拉的人會聽我唱歌嗎？<hex:02100103>他們不會笑話我吧？
67,TEXT_KINGEA203_05328_PRISHE_000_114,圖拉爾大陸原本就生活著很多種族，<hex:02100103>最近更是與其他世界交叉融合……<hex:02100103>也就是說，不同的人變得更多了。
68,TEXT_KINGEA203_05328_PRISHE_000_115,所以，就算文化與種族不同，在這麼多不同的人當中，<hex:02100103>肯定也有願意接受你的人。<hex:02100103>你可以放心在這個廣闊的世界中繼續歌唱！
69,TEXT_KINGEA203_05328_SCORIA_000_116,那、那普利修願不願意做我的第一個聽眾？
70,TEXT_KINGEA203_05328_SCORIA_000_130,（★未使用／削除予定★）
71,TEXT_KINGEA203_05328_ALXAAL_000_135,（★未使用／削除予定★）
72,TEXT_KINGEA203_05328_PRISHE_000_150,（★未使用／削除予定★）
73,TEXT_KINGEA203_05328_PRISHE_000_151,（★未使用／削除予定★）
74,TEXT_KINGEA203_05328_PRISHE_000_152,（★未使用／削除予定★）
75,TEXT_KINGEA203_05328_SCORIA_000_160,爸爸，對不起，讓你擔心了。
76,TEXT_KINGEA203_05328_ALXAAL_000_165,小姑娘能平安回來就好，<hex:02100103>她父親懸著的心總算能放下了。
77,TEXT_KINGEA203_05328_PRISHE_000_170,斯珂莉婭的歌聲真的很美。<hex:02100103>我以前經常聽烏爾米婭練歌，還是有一定的音樂素養的，<hex:02100103>我可以保證，圖萊尤拉的人們一定會喜歡斯珂莉婭的。
