key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGWZ204_05414_SEQ_00,玻璃匠基地的姆姆珂想為手有餘閒的真誠之人介紹一個人。
1,TEXT_KINGWZ204_05414_SEQ_01,
2,TEXT_KINGWZ204_05414_SEQ_02,
3,TEXT_KINGWZ204_05414_SEQ_03,
4,TEXT_KINGWZ204_05414_SEQ_04,
5,TEXT_KINGWZ204_05414_SEQ_05,
6,TEXT_KINGWZ204_05414_SEQ_06,
7,TEXT_KINGWZ204_05414_SEQ_07,
8,TEXT_KINGWZ204_05414_SEQ_08,
9,TEXT_KINGWZ204_05414_SEQ_09,
10,TEXT_KINGWZ204_05414_SEQ_10,
11,TEXT_KINGWZ204_05414_SEQ_11,
12,TEXT_KINGWZ204_05414_SEQ_12,
13,TEXT_KINGWZ204_05414_SEQ_13,
14,TEXT_KINGWZ204_05414_SEQ_14,
15,TEXT_KINGWZ204_05414_SEQ_15,
16,TEXT_KINGWZ204_05414_SEQ_16,
17,TEXT_KINGWZ204_05414_SEQ_17,
18,TEXT_KINGWZ204_05414_SEQ_18,
19,TEXT_KINGWZ204_05414_SEQ_19,
20,TEXT_KINGWZ204_05414_SEQ_20,
21,TEXT_KINGWZ204_05414_SEQ_21,
22,TEXT_KINGWZ204_05414_SEQ_22,
23,TEXT_KINGWZ204_05414_SEQ_23,
24,TEXT_KINGWZ204_05414_TODO_00,和雅·阿德布對話進入同行狀態
25,TEXT_KINGWZ204_05414_TODO_01,帶著雅·阿德布參觀玻璃匠基地<hex:02100103>和雅·阿德布對話
26,TEXT_KINGWZ204_05414_TODO_02,帶著雅·阿德布<hex:02100103>前往玻璃匠基地外並對話
27,TEXT_KINGWZ204_05414_TODO_03,和雅·阿德布對話
28,TEXT_KINGWZ204_05414_TODO_04,和姆姆珂對話
29,TEXT_KINGWZ204_05414_TODO_05,
30,TEXT_KINGWZ204_05414_TODO_06,
31,TEXT_KINGWZ204_05414_TODO_07,
32,TEXT_KINGWZ204_05414_TODO_08,
33,TEXT_KINGWZ204_05414_TODO_09,
34,TEXT_KINGWZ204_05414_TODO_10,
35,TEXT_KINGWZ204_05414_TODO_11,
36,TEXT_KINGWZ204_05414_TODO_12,
37,TEXT_KINGWZ204_05414_TODO_13,
38,TEXT_KINGWZ204_05414_TODO_14,
39,TEXT_KINGWZ204_05414_TODO_15,
40,TEXT_KINGWZ204_05414_TODO_16,
41,TEXT_KINGWZ204_05414_TODO_17,
42,TEXT_KINGWZ204_05414_TODO_18,
43,TEXT_KINGWZ204_05414_TODO_19,
44,TEXT_KINGWZ204_05414_TODO_20,
45,TEXT_KINGWZ204_05414_TODO_21,
46,TEXT_KINGWZ204_05414_TODO_22,
47,TEXT_KINGWZ204_05414_TODO_23,
48,TEXT_KINGWZ204_05414_MUMUKKO_000_001,我想確認一下……你有時間嗎？
49,TEXT_KINGWZ204_05414_Q1_000_000,如何作答？
50,TEXT_KINGWZ204_05414_A1_000_001,有時間
51,TEXT_KINGWZ204_05414_A1_000_002,要是我說沒有呢？
52,TEXT_KINGWZ204_05414_MUMUKKO_000_003,不愧是<hex:022903EB0203>！<hex:02100103>簡直是最合適的人選！
53,TEXT_KINGWZ204_05414_MUMUKKO_000_004,……
54,TEXT_KINGWZ204_05414_MUMUKKO_000_005,沒空陪你玩以前那種遊戲了！<hex:02100103>我們還是趕緊進入正題吧。
55,TEXT_KINGWZ204_05414_MUMUKKO_000_006,我告訴過你有位重要人物即將來訪對吧。<hex:02100103>如今第一個星外據點也已經完成，<hex:02100103>薩雷安哲學家議會的議員準備來視察一下！
56,TEXT_KINGWZ204_05414_MUMUKKO_000_007,你應該跟那個議會也有些淵源吧？<hex:02100103>所以我希望你可以一同前去迎接！
57,TEXT_KINGWZ204_05414_MUMUKKO_000_008,對方應該馬上就到了。<hex:02100103>我們趕緊前往宇宙港吧！
58,TEXT_KINGWZ204_05414_MUMUKKO_000_009,雅·阿德布議員！<hex:02100103>感謝您不遠萬里造訪此地。
59,TEXT_KINGWZ204_05414_YADEBH_000_010,感謝各位特來迎接。<hex:02100103>我原本還以為這一路會有多辛苦……結果也不過如此嘛。
60,TEXT_KINGWZ204_05414_YADEBH_000_011,這項宇宙探索計劃是從之前的方舟計劃當中衍生出來的，<hex:02100103>所以由哲學家議會來負責視察工作也是理所當然。
61,TEXT_KINGWZ204_05414_YADEBH_000_012,醞釀已久的計劃能有所傳承是好事。<hex:02100103>不說宇宙盡頭，這還是亞伊太利斯的百姓首次造訪外星球，<hex:02100103>我可要仔細了解一下你們的成果。
62,TEXT_KINGWZ204_05414_MUMUKKO_000_013,那是當然！<hex:02100103>我也會帶您好好參觀一下，絕不會辜負您的期待……
63,TEXT_KINGWZ204_05414_YADEBH_000_014,期待嗎……<hex:02100103>老實說，身為哲學家議會的一員，<hex:02100103>我對這項計劃的推進也抱有一些擔憂。
64,TEXT_KINGWZ204_05414_YADEBH_000_015,就比如他國對於薩雷安的關注。<hex:02100103>如果讓他們誤以為我們在擴張領土方面抱有野心，<hex:02100103>企圖往月球和星外擴張的話，說不定會成為新的爭端的導火索。
65,TEXT_KINGWZ204_05414_YADEBH_000_016,而現在運用過去的研究成果，<hex:02100103>眾多研究者和拾穗人自北洋參與其中也是事實。<hex:02100103>薩雷安對人員與器材的提供、資金方面的援助也不在少數。
66,TEXT_KINGWZ204_05414_YADEBH_000_017,此次我想要帶回的這項計劃的「成果」……<hex:02100103>就用我這雙眼睛好好確認一下吧。
67,TEXT_KINGWZ204_05414_MUMUKKO_000_018,真是責任重大啊……<hex:02100103>不過為了能讓您不虛此行，<hex:02100103>我也是找來了熟知這項計劃的合適人選！
68,TEXT_KINGWZ204_05414_YADEBH_000_019,原來是你啊……<hex:02100103>關於你的活躍表現我總有耳聞。
69,TEXT_KINGWZ204_05414_YADEBH_100_019,你的確對很多事情都很了解吧。<hex:02100103>那就拜託了。
70,TEXT_KINGWZ204_05414_MUMUKKO_000_020,那麼<hex:022903EB0203>！<hex:02100103>先帶雅·阿德布議員去總部看看，然後去視察現場，<hex:02100103>這項任務可以交給你嗎？
71,TEXT_KINGWZ204_05414_MUMUKKO_000_030,雅·阿德布議員就交給你了！<hex:02100103>雖然我相信你不會出什麼問題，<hex:02100103>但還是要注意不要失了禮數！
72,TEXT_KINGWZ204_05414_YADEBH_000_031,那就麻煩你帶路了。<hex:02100103>我對這裡不熟悉，有你幫忙介紹就太好了。
73,TEXT_KINGWZ204_05414_SYSTEM_000_032,
74,TEXT_KINGWZ204_05414_SYSTEM_000_033,
75,TEXT_KINGWZ204_05414_SYSTEM_000_034,
76,TEXT_KINGWZ204_05414_SYSTEM_000_040,
77,TEXT_KINGWZ204_05414_SYSTEM_000_041,
78,TEXT_KINGWZ204_05414_Q2_000_000,要做什麼？
79,TEXT_KINGWZ204_05414_A2_000_001,對話
80,TEXT_KINGWZ204_05414_A2_000_002,解除同行狀態
