key,2,3,4
#,LookupTable,Text,GroupTitle
offset,8,0,4
int32,str,str,str
100,@,【語言】,yuyan.
101,,請使用定型文翻譯系統。,qingshiyongdingxingwenfanyixitong
102,,日語,riyu
103,,英語,yingyu
104,,法語,fayu
105,,德語,deyu
106,,你會說日語嗎？,nihuishuoriyuma?
107,,你會說英語嗎？,nihuishuoyingyuma?
108,,你會說法語嗎？,nihuishuofayuma?
109,,你會說德語嗎？,nihuishuodeyuma?
110,,我不會說英語。,wobuhuishuoyingyu
111,,我不會說日語。,wobuhuishuoriyu
112,,我不會說法語。,wobuhuishuofayu
113,,我不會說德語。,wobuhuishuodeyu
114,,請聽著。,qingtingzhe
115,,能聽見嗎？,nengtingjianma?
116,,我會說一點。,wohuishuoyidian
117,,我能看懂一點。,wonengkandongyidian
118,,請用簡單的詞彙。,qingyongjiandandecihui
119,,請不要使用省略語。,qingbuyaoshiyongshenglveyu
120,,請稍等，我需要些時間來回覆。,"qingshaodeng,woxuyaoxieshijianlaihuifu"
121,,你的母語是什麼？,nidemuyushishenme?
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,@,【問候語】,wenhouyu.
201,,很高興見到你。,hengaoxingjiandaoni
202,,早上好！,zaoshanghao
203,,你好！,nihao
204,,晚上好！,wanshanghao
205,,晚安！,wanan
206,,再會。,zaihui
207,,今天很高興。,jintianhengaoxing
208,,回頭見！,huitoujian
209,,有時間再一起玩！,youshijianzaiyiqiwan
210,,我回來了！,wohuilaile
211,,歡迎回來。,huanyinghuilai
212,,恭喜！,gongxi
213,,幹得好！,gandehao
214,,加油！,jiayou
215,,太好了！,taihaole
216,,謝謝你。,xiexieni
217,,不客氣。,bukeqi
218,,多保重。,duobaozhong
219,,對不起。,duibuqi
220,,請原諒我。,qingyuanliangwo
221,,很遺憾。,henyihan
222,,打擾一下……,daraoyixia
223,,祝你旅途愉快。,zhunilvtuyukuai
224,,我是第一次來這裡。,woshidiyicilaizheli
225,,我很期待！,wohenqidai
226,,打得好！辛苦了！,dadehaoxinkule
227,,請多關照！,qingduoguanzhao
228,,我得走了，非常感謝各位。,wodeizoulefeichangganxiegewei
229,,我們玩得輕鬆點吧！,womenwandeqingsongdianba
230,,我會盡力的！,wohuijinlide
231,,一起加油吧！,yiqijiayouba
232,,好好期待吧！,haohaoqidaiba
233,,冷靜一點吧！,lengjingyidianba
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,@,【提問】,tiwen.
301,,誰？,shui?
302,,哪個？,nage?
