key,0,2,8
#,Name,Name{NoArticle},
offset,0,4,8
int32,str,str,str
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,公會理符,,
19,,,
20,海德林,,
21,艾歐澤亞,,
22,拉諾西亞,,
23,黑衣森林,,
24,薩納蘭,,
25,庫爾札斯,,
26,摩杜納,,
27,利姆薩·羅敏薩,,
28,利姆薩·羅敏薩上層甲板,,
29,利姆薩·羅敏薩下層甲板,,
30,中拉諾西亞,,
31,拉諾西亞低地,,
32,東拉諾西亞,,
33,西拉諾西亞,,
34,拉諾西亞高地,,
35,沙斯塔夏溶洞,,
36,布雷福洛克斯野營地,,
37,放浪神古神殿,,
38,,,
39,格里達尼亞,,
40,烏爾達哈現世迴廊,,
41,烏爾達哈來生迴廊,,
42,西薩納蘭,,
43,中薩納蘭,,
44,東薩納蘭,,
45,南薩納蘭,,
46,北薩納蘭,,
47,樵鳴洞,,
48,銅鈴銅山,,
49,日影地修練所,,
50,喀恩埋沒聖堂,,
51,烏爾達哈,,
52,格里達尼亞新街,,
53,格里達尼亞舊街,,
54,黑衣森林中央林區,,
55,黑衣森林東部林區,,
56,黑衣森林南部林區,,
57,黑衣森林北部林區,,
58,塔姆·塔拉墓園,,
59,靜語莊園,,
60,,,
61,托托·拉克千獄,,
62,伊修加德,,
63,庫爾札斯中央高地,,
64,澤梅爾要塞,,
65,黃金谷,,
66,東方地域,,
67,摩杜納,,
68,翡翠湖濱,,
69,翠淚擇伐區,,
70,彎枝,,
71,酸模避風港,,
72,朽骨森,,
73,蜜場,,
74,九藤,,
75,荊棘森,,
76,百靈啼,,
77,妖精領,,
78,高徑,,
79,低徑,,
80,蛇蛻林,,
81,沉默花壇,,
82,兀爾德恩惠地,,
83,私語巨木,,
84,和平苑,,
85,榿木泉,,
86,榮耀溪,,
87,青貉門,,
88,白狼門,,
89,基爾波特哨塔,,
90,烤餅練兵所,,
91,加比諾老爹的小屋,,
92,裸岩丘,,
93,沃連牢獄,,
94,彎枝牧場,,
95,加爾梵斯哨塔,,
96,地母神忘跡,,
97,塔姆·塔拉墓園,,
98,鏡池棧橋,,
99,睡蓮岩,,
100,境樹,,
101,常影區,,
102,靜語莊園,,
103,血祭台,,
104,萌芽池,,
105,龍紋岩,,
106,魔石精巢穴,,
107,霍桑山寨,,
108,境樹,,
109,,,
110,阿馬里賽哨塔,,
111,帝國東方堡,,
112,十二神大聖堂,,
113,妖精暫留地,,
114,月芽叢,,
115,搖籃樹,,
116,金葉台,,
117,懸鉤群,,
118,巴斯卡隆監視所遺址,,
119,巴斯卡隆酒家,,
120,托托·拉克千獄,,
121,空居,,
122,無人庵,,
123,恬靜路營地,,
124,,,
125,無限城市街古蹟,,
126,蔓根沼,,
127,森南飛艇坪,,
128,無限城古堡,,
129,石場水車,,
130,紅腹蜂巢,,
131,哥布林族野營地,,
132,枯葉堆,,
133,兀爾德泉,,
134,,,
135,黃蛇門,,
136,私語巨木鳥欄,,
137,艾·塔塔哨塔,,
138,境樹,,
139,林場水車,,
140,秋瓜浮村,,
141,浮栓亭,,
142,弗洛朗泰爾哨塔,,
143,山人岩穴,,
144,格爾莫拉遺跡,,
145,鳥人軍採伐所,,
146,歐金尼婭哨塔,,
147,初學者學堂,,
148,,,
149,,,
150,,,
151,棲木旅館,,
152,艾歐澤亞地下空間,,
153,陌迪翁牢獄,,
154,群狼困鬥,,
155,花蜜棧橋,,
156,西葉脈,,
157,東葉脈,,
158,若斯蘭哨塔,,
159,盛花養蜂場,,
160,元靈幼樹,,
161,和風流地,,
162,盛夏灘,,
163,三星里彎陷,,
164,莫拉比灣,,
165,雪松原,,
166,神握角,,
167,鮮血濱,,
168,接雨草樹林,,
169,永恆舊街,,
170,四分石地,,
171,骷髏谷,,
172,二分石地,,
173,幻影群島,,
174,橡樹原,,
175,登天路,,
176,黑金湖,,
177,石綠湖,,
178,澤爾瑪溪谷,,
179,和風陸門,,
180,加拉迪翁灣,,
181,德內維爾西路,,
182,無賴川,,
183,拉撒格蘭關,,
184,盛夏農莊,,
185,海詞石窟,,
186,永恆川,,
187,岩鍋,,
188,開墾者小倉,,
189,橫斷崖,,
190,天梯,,
191,德內維爾關,,
192,輕聲谷,,
193,尼姆河,,
194,前桅塔,,
195,錯亂橋,,
196,眼鏡岩,,
197,遺孀淚,,
198,暴風陸門,,
199,奧修昂大橋,,
200,赤血雄雞農場,,
201,灰艦風車群,,
202,盲鐵坑道,,
203,拉撒格蘭東路,,
204,廢棄小屋,,
205,白鷗塔,,
206,太陽海岸,,
207,永恆川,,
208,渡輪碼頭,,
209,伽洛克巢洞,,
210,隱秘瀑布碼頭,,
211,隱秘瀑布,,
212,布雷福洛克斯野營地,,
213,斷弦亭,,
214,紅螳螂瀑布,,
215,接雨草樹林碼頭,,
216,葡萄酒港,,
217,帝國西方堡,,
218,雨燕塔殖民地,,
219,渡渡鳥巢營,,
220,釀酒師燈塔,,
221,德內維爾西路,,
222,沙斯塔夏溶洞,,
223,小麥酒港,,
224,骷髏谷營地,,
225,衛士軍墓,,
226,北防波堤,,
227,南防波堤,,
228,船舶墓場,,
229,永夏島,,
230,天狼星燈塔,,
231,梅梅盧恩交易站,,
232,貧女材場,,
233,撒拉奧斯的遺骸,,
234,愚者瀑布,,
235,隱者庵,,
236,尼姆浮游遺跡,,
237,瞭望陣營地,,
