key,0
#,
offset,0
int32,str
0,SEQ_OFFER
1,SEQ_1
2,SEQ_2
3,SEQ_3
4,SEQ_4
5,SEQ_5
6,SEQ_6
7,SEQ_7
8,SEQ_8
9,SEQ_9
10,SEQ_10
11,SEQ_11
12,SEQ_12
13,SEQ_13
14,SEQ_14
15,SEQ_15
16,SEQ_16
17,SEQ_17
18,SEQ_18
19,SEQ_19
20,SEQ_20
21,SEQ_21
22,SEQ_22
23,SEQ_23
24,SEQ_FINISH
25,TODO_0
26,TODO_1
27,TODO_2
28,TODO_3
29,TODO_4
30,TODO_5
31,TODO_6
32,TODO_7
33,TODO_8
34,TODO_9
35,TODO_10
36,TODO_11
37,TODO_12
38,TODO_13
39,TODO_14
40,TODO_15
41,TODO_16
42,TODO_17
43,TODO_18
44,TODO_19
45,TODO_20
46,TODO_21
47,TODO_22
48,TODO_23
49,BNPC_ATTACK_DELAY_TIME
50,
51,EVENT_COND_TYPE_INVALID
52,EVENT_COND_TYPE_NAME_ID
53,EVENT_COND_TYPE_TERRITORY_TYPE
54,EVENT_COND_TYPE_LAYOUT_ID
55,EVENT_COND_TYPE_EVENT_RANGE
56,LOG_MSG_BTL_MISS
57,EVENT_NOT_TALK
58,SCREEN_IMAGE_BEAST_QUEST_ACCEPTED
59,SCREEN_IMAGE_BEAST_QUEST_COMPLETE
60,LOG_MSG_POP_MESSAGE
61,LOG_MSG_EVENT_FATE_ALREADY_STARTED
62,LOG_MSG_EVENT_FATE_START_FAILED
63,LOG_MSG_EVENT_POP_MESSAGE
64,LOG_MSG_EVENT_RECT_ERROR_MESSAGE
65,LOG_MSG_POP_ENEMY_ATTACK_MESSAGE
66,SYSTEM_PROBABILITY_RELIC5_EVENT_ITEM_A
67,SYSTEM_PROBABILITY_RELIC5_EVENT_ITEM_B
68,LOG_MSG_ADDPOP_ENEMY_ATTACK_MESSAGE
69,LOG_MSG_AKATUKI_NOTE_ADD_ITEM
70,LOG_MSG_AKATUKI_NOTE_UPDATE_ITEM
71,LOG_MSG_CANT_USE_ITEM_ENEMY_IS_NOT_DYING
72,LOG_MSG_EVENT_TUTORIAL_COMMON
73,LOG_MSG_EVENT_TUTORIAL_COMMON2
74,LOG_MSG_BNPC_NO_RIGHT_ITEM_USE
