key,0
#,Name
offset,0
int32,str
0,無效分類
1,重生之境主線任務
2,第七星曆主線任務
3,蒼穹之禁城主線任務
4,龍詩戰爭終章主線任務
5,龍詩戰爭尾聲主線任務
6,紅蓮之狂潮主線任務
7,解放戰爭戰後主線任務
8,暗影之逆焰主線任務
9,拂曉回歸主線任務
10,末日序曲主線任務
11,曉月之終途主線任務
12,嶄新的冒險主線任務
13,金曦之遺輝主線任務
14,金曦之遺輝終章主線任務
15,凌冬會的密謀主線任務
16,第七星曆編年史：蠻神
17,第七星曆編年史：巴哈姆特
18,第七星曆編年史：水晶塔
19,第七星曆編年史：亞歷山大
20,第七星曆編年史：上古眾神
21,第七星曆編年史：瑪哈之影
22,第七星曆編年史：歐米茄
23,第七星曆編年史：重返伊瓦利斯
24,第七星曆編年史：四聖獸奇譚
25,第七星曆編年史：伊甸
26,寄葉異聞：暗黑天啟
27,第七星曆編年史：維爾利特戰役
28,第七星曆編年史：萬魔殿
29,第七星曆編年史：艾歐澤亞神話
30,第七星曆編年史：阿卡狄亞
31,第七星曆編年史：瓦納·迪爾的迴響
32,尤卡巨人族任務
33,輝鱗族任務
34,佩魯佩魯族任務
35,各族盟友任務
36,蜥蜴人族任務
37,妖精族任務
38,地靈族任務
39,魚人族任務
40,鳥人族任務
41,瓦努族任務
42,骨頜族任務
43,莫古力族任務
44,甲人族任務
45,阿難陀族任務
46,鯰魚精族任務
47,仙子族任務
48,奇塔利族任務
49,矮人族任務
50,悌陽象族任務
51,奧密克戎族任務
52,兔兔族任務
53,各族盟友任務
54,主線劇情外傳任務
55,非著名調查員支線任務
56,武器強化支線任務
57,特殊內容支線任務
58,支線劇情任務
59,拉諾西亞支線任務
60,黑衣森林支線任務
61,薩納蘭支線任務
62,庫爾札斯支線任務
63,摩杜納支線任務
64,伊修加德支線任務
65,阿巴拉提亞支線任務
66,龍堡支線任務
67,魔大陸支線任務
68,基拉巴尼亞支線任務
69,奧薩德支線任務
70,遠東之國支線任務
71,雷克蘭德支線任務
72,珂露西亞島支線任務
73,安穆·艾蘭支線任務
74,伊爾美格支線任務
75,拉凱提卡大森林支線任務
76,黑風海支線任務
77,薩雷安支線任務
78,薩維奈島支線任務
79,加雷馬支線任務
80,嘆息海支線任務
81,厄爾庇斯支線任務
82,天外天垓支線任務
83,尤卡圖拉爾支線任務
84,薩卡圖拉爾支線任務
85,無失世界支線任務
86,戰鬥菁英職業任務
87,魔法導師職業任務
88,能工巧匠職業任務
89,大地使者職業任務
90,中庸工藝館交易職業任務
91,薩雷安魔法大學交易職業任務
92,珠串萬貨街交易職業任務
93,戰鬥菁英特職任務
94,魔法導師特職任務
95,職能任務
96,軍隊任務
97,季節活動
98,其他任務
99,傭兵理符
100,採礦理符
101,園藝理符
102,釣魚理符
103,木工理符
104,鍛冶理符
105,鑄甲理符
106,雕金理符
107,製革理符
108,裁縫理符
109,煉金理符
110,烹調理符
111,神殿騎士團傭兵理符
112,神殿騎士團採礦理符
113,神殿騎士團園藝理符
114,神殿騎士團釣魚理符
115,神殿騎士團木工理符
116,神殿騎士團鍛冶理符
117,神殿騎士團鑄甲理符
118,神殿騎士團雕金理符
119,神殿騎士團製革理符
120,神殿騎士團裁縫理符
121,神殿騎士團煉金理符
122,神殿騎士團烹調理符
123,特殊部隊理符
124,軍隊理符
125,副本任務：重生之境
126,副本任務：蒼穹之禁城
127,副本任務：紅蓮之狂潮
128,副本任務：暗影之逆焰
129,副本任務：曉月之終途
130,副本任務：金曦之遺輝
131,遺產任務
