key,0,2,9
#,Singular,Plural,Name
offset,0,4,8
int32,str,str,str
2000000,,,
2000001,,,
2000002,,,
2000003,,,
2000004,,,
2000005,,,
2000006,,,
2000007,,,
2000008,,,
2000009,,,
2000010,,,
2000011,,,
2000012,,,
2000013,,,
2000014,,,
2000015,,,
2000016,,,
2000017,,,
2000018,,,
2000019,,,
2000020,,,
2000021,奧妮莉的髮飾,,
2000022,,,
2000023,,,
2000024,嶄新的工具箱,,
2000025,,,
2000026,,,
2000027,,,
2000028,阿澤瑪玫瑰,,
2000029,小型金具,,
2000030,,,
2000031,,,
2000032,,,
2000033,,,
2000034,,,
2000035,,,
2000036,,,
2000037,,,
2000038,烈火糖果,,
2000039,疾風糖果,,
2000040,厚土糖果,,
2000041,爆彈怪的拇指,,
2000042,守護天燈籠,,
2000043,爆彈怪的拇指,,
2000044,搗蛋鬼煙花棒,,
2000045,烈火糖果,,
2000046,疾風糖果,,
2000047,厚土糖果,,
2000048,爆彈怪的拇指,,
2000049,守護天燈籠,,
2000050,爆彈怪的拇指,,
2000051,搗蛋鬼煙花棒,,
2000052,烈火糖果,,
2000053,疾風糖果,,
2000054,厚土糖果,,
2000055,爆彈怪的拇指,,
2000056,守護天燈籠,,
2000057,爆彈怪的拇指,,
2000058,搗蛋鬼煙花棒,,
2000059,,,
2000060,,,
2000061,琥珀色藥水,,
2000062,沙蚤的卵囊,,
2000063,,,
2000064,,,
2000065,,,
2000066,,,
2000067,,,
2000068,,,
2000069,,,
2000070,,,
2000071,變色龍蛋,,
2000072,,,
2000073,,,
2000074,手工鰻魚派,,
2000075,達梅塔的豆子袋,,
2000076,給艾美利亞的信,,
2000077,小口花的嫩葉,,
2000078,,,
2000079,約恩娜的密封信,,
2000080,糧草袋,糧秣袋,
2000081,骨製槍尖,,
2000082,蜂蠟保革油,,
2000083,強韌的粗草繩,,
2000084,阿澤瑪玫瑰果,,
2000085,新鮮的基薩爾野菜,,
2000086,,,
2000087,,,
2000088,,,
2000089,,,
2000090,,,
2000091,,,
2000092,小紅花的種子,,
2000093,新鮮的蛛蠍網,,
2000094,蜂毒酒,,
2000095,小火種,,
2000096,蕾亞的蛋,,
2000097,凱夏的密封信,,
2000098,緋紅色蟲油,,
2000099,黃蜂屍骸,,
2000100,走味的麥酒,,
2000101,阿澤瑪玫瑰精油,,
2000102,勇氣之卵石,,
2000103,枯葉色的精油,,
2000104,陳舊的八分儀,,
2000105,陳舊的八分儀,,
2000106,,,
2000107,,,
2000108,,,
2000109,,,
2000110,,,
2000111,,,
2000112,,,
2000113,,,
2000114,,,
2000115,,,
2000116,,,
2000117,,,
2000118,,,
2000119,手工鰻魚派,,
2000120,手工鰻魚派,,
2000121,無濁的清水,,
2000122,勇氣之卵石,,
2000123,魔導感光器,,
2000124,食腐沙蚤的卵囊,,
2000125,殭屍的遺留物,,
2000126,大個的蜜蜂,,
2000127,滑潤的嫩葉,,
2000128,偷獵的皮革,,
2000129,,,
2000130,,,
2000131,,,
2000132,,,
2000133,,,
2000134,,,
2000135,,,
2000136,無名的密封信,,
2000137,劍鬥士弗朗茨的海報,,
2000138,鼩鼱的粗皮,,
2000139,,,
2000140,暖和的麻袋,,
2000141,測量記錄冊,測量記録書,
2000142,盲頭蟹的甲殼,,
2000143,燈火茸,,
2000144,蚜蟲,,
2000145,,,
2000146,測量工具箱,測量道具箱,
2000147,測量用的粗繩,,
2000148,東阿爾迪納德商會的貨物,,
2000149,仙人掌露,,
2000150,法法弗諾的貨物,,
2000151,魔菇的毒孢子囊,,
2000152,建築用小口花卷鬚,,
2000153,天然磁石,天然磁石,
2000154,黃銅製擬餌,,
2000155,,,
2000156,,,
2000157,,,
2000158,,,
2000159,,,
2000160,,,
2000161,,,
2000162,,,
2000163,,,
2000164,礦爬蟲油,,
2000165,給莫莫蒂的信,,
2000166,,,
2000167,,,
2000168,靈蟻的大顎,,
2000169,錘喙魔鳥的骨片,,
2000170,大塊銀礦石,,
2000171,,,
2000172,,,
2000173,,,
2000174,,,
2000175,,,
2000176,,,
2000177,錘喙魔鳥的骨片,,
2000178,,,
2000179,,,
2000180,,,
2000181,,,
2000182,,,
2000183,,,
2000184,,,
2000185,寶貝釣竿,,
2000186,洛茲琳的傳令信,,
2000187,洛茲琳的傳令信,,
2000188,洛茲琳的傳令信,,
2000189,裝有冷水的水瓶,,
2000190,,,
2000191,陌生的皮袋,,
2000192,妮美雅百合花束,,
2000193,千年果實,千年果実,
2000194,,,
2000195,,,
2000196,阿萊溫的藥草補劑,,
2000197,古老的陶器,,
2000198,散落的金幣,,
2000199,南瓜的兌換憑單,,
2000200,羚羊醃肉,,
2000201,裝飾品的訂單,,
2000202,,,
2000203,裝有姆恩·圖伊豆的木箱,,
2000204,小型幻杖,,
2000205,小型幻杖,,
2000206,狩獵工具箱,狩猟道具箱,
2000207,,,
2000208,,,
2000209,羚羊內臟,,
2000210,大口花的嫩葉,,
2000211,新鮮鼴鼠肉,,
2000212,大塊銀礦石,,
2000213,,,
2000214,鬼鮟鱇的白肉,,
2000215,六識之鮮血,,
2000216,帶有艾瑪吉娜印記的木箱,,
2000217,納爾迪克＆威米利作坊的密封信,,
2000218,瓦福福的手工便當,,
2000219,雷元精核心,,
2000220,完好的黑豺之牙,,
2000221,渡渡鳥腐肉,,
2000222,勝利號的帆布,,
2000223,勝利號的舵輪,,
2000224,勝利號的纜索,,
2000225,拉諾西亞百合鈴,,
2000226,,,
2000227,,,
2000228,滿是泥土的土器,,
2000229,含有魔力的劍,,
2000230,惡臭的誘餌,,
2000231,骨製警笛,,
2000232,盛花蜂蜜酒,,
2000233,氣球怪的小指,,
2000234,金庫靈柩亭的訂單,,
2000235,深色煉金藥,,
2000236,沾滿血的豬牙,,
2000237,掉落的貨物,,
2000238,娜娜莫南瓜,,
2000239,可愛的生薑餅乾,,
2000240,呂凱洛的密封信,,
2000241,礦山鐵道時刻表,,
2000242,用來當飼料的基薩爾野菜,,
2000243,六識之鮮血,,
2000244,邪教念珠,,
2000245,璀璨的戒指,,
2000246,特製蝲蛄丸子,,
2000247,姆恩·圖伊豆,,
2000248,全新的板金鎧,,
2000249,繆恩的密封信,,
2000250,桐木小箱,,
2000251,偷獵的皮革,,
2000252,遺失的商品,,
2000253,巨像兵的碎片,,
2000254,土元精核心,,
2000255,被盜的貨物,,
2000256,仙人掌的肉質莖,,
2000257,巨像兵的魂石,,
2000258,海盜的掠奪品,,
2000259,血書紙片,,
2000260,小鑰匙,,
2000261,白百合鑰匙,,
2000262,紅薔薇鑰匙,,
2000263,寄生樹鑰匙,,
2000264,黃石竹鑰匙,,
2000265,調查區的楓木原木,,
2000266,調查區的楓樹枝,,
2000267,樹精的果實,,
2000268,梣樹的幼苗,,
2000269,梣樹的嫩枝,,
2000270,東岸的槲寄生,,
2000271,篝火用柴,,
2000272,篝火用樹皮,,
2000273,無雜質的乳膠,,
2000274,有雜質的乳膠,,
2000275,擇伐地的梣木原木,,
2000276,擇伐地的梣樹枝,,
2000277,優良的梣木原木,,
2000278,天柱樹根,,
2000279,天柱樹皮,,
2000280,結實的天柱樹根,,
2000281,大口花的種子,,
2000282,小口花的枯葉,,
2000283,沾有孢子的樹皮,,
2000284,被蟲蛀過的樹皮,,
2000285,大個的山栗,,
2000286,被蟲蛀過的山栗,,
2000287,黃金山栗,,
2000288,西岸的槲寄生,,
2000289,適合作柵欄的梣木原木,,
2000290,過細的梣木原木,,
2000291,妖紅花的種子,,
2000292,妖紅花的枯葉,,
2000293,出芽的妖紅花種子,,
2000294,掃子草,,
2000295,梔子草,,
2000296,特濃楓樹樹汁,,
2000297,有雜質的楓樹樹汁,,
2000298,刻印樹皮,,
2000299,新綠色的苔蘚,,
2000300,大薔薇的花蜜,,
2000301,大薔薇的刺,,
2000302,姆恩·圖伊豆,,
2000303,提諾爾卡菖蒲,,
2000304,暴露出來的樹根,,
2000305,乾枯的樹根,,
2000306,結實的樹根,,
2000307,上等的嬰猴薄荷,,
2000308,被咬過的嬰猴薄荷,,
2000309,格爾莫拉時代的古錢,,
2000310,生鏽的金屬片,,
2000311,過度生長的樹枝,,
2000312,枯葉,枯葉,
2000313,朱刺果,,
2000314,朱刺葉,,
2000315,黑衣蘋果,,
2000316,毛毛蟲,毛虫,
2000317,神秘的蘑菇,,
2000318,沾有孢子的木釘,,
2000319,用於模擬戰的長槍,,
2000320,堆肥袋,,
2000321,蛛蠍卵,,
2000322,白傘茸,,
2000323,捕獸夾,,
2000324,平息的清水,,
2000325,羚羊腿肉,,
2000326,妖異全集«散發腐臭的怪物»之頁,,
2000327,秘藏的蜂蜜酒,,
2000328,妖異全集«邪眼閃光的怪物»之頁,,
2000329,妖異全集«汙濁不淨的怪物»之頁,,
2000330,精金龜的蛋,,
2000331,偷獵的獸皮,,
2000332,水元精核心,,
2000333,大花粉塊,,
2000334,,,
2000335,兀鷲胸肉,,
2000336,鬼鮟鱇刺身,,
2000337,髒兮兮的日記本,,
2000338,送往前桅塔的貨物,,
2000339,送往德內維爾關的貨物,,
2000340,水元精核心,,
2000341,溝鼠腐肉,,
2000342,多實玉米幼苗,,
2000343,篝火鐵籠,,
2000344,爆彈怪的小指,,
2000345,裝有遺產的小箱,,
2000346,渡渡鳥的種蛋,,
2000347,潮濕的黑土,,
2000348,被搶走的農具,,
2000349,,,
2000350,開墾者的鐵鏟,,
2000351,成熟的拉諾西亞香橙,,
2000352,法法弗諾的貨物,,
2000353,法法弗諾的貨物,,
2000354,給琪琪普的信,,
2000355,錘喙魔鳥的尾羽,,
2000356,裝著橙子的麻袋,,
2000357,裝硬幣的袋子,,
2000358,,,
2000359,,,
2000360,,,
2000361,,,
2000362,,,
2000363,,,
2000364,,,
2000365,,,
2000366,,,
2000367,黃蜂的毒針,,
2000368,達達內恩的催促書,,
2000369,娜夏孔雀石原石,,
2000370,尖銳的鋤頭,,
2000371,陳舊的小錘,,
2000372,沉重的大錘,,
2000373,捕獸夾,,
2000374,毒蜥蜴的邪眼,,
2000375,,,
2000376,土狗之血,,
2000377,給利奧弗里克的密封信,,
2000378,娜夏孔雀石原石,,
2000379,蟾蜍的毒液,,
2000380,給貝林蓋爾的信,,
2000381,古董匕首,,
2000382,禿鷲腿肉,,
2000383,薄殼蟹腳,,
2000384,船菊石刺身,,
2000385,栗鼠之血,,
2000386,莫莫蒂的介紹信,,
2000387,莫莫蒂的介紹信,,
2000388,莫莫蒂的介紹信,,
2000389,,,
2000390,可疑的傳單,,
2000391,白輝石,,
2000392,阿爾基克薰衣草,,
2000393,招募工人的傳單,,
2000394,白輝石,,
2000395,渾濁的泉水,,
2000396,給歐文的密封信,,
2000397,獻給太陽神的供品,,
2000398,給歐文的密封信,,
2000399,淒慘的遺體,,
2000400,妮美雅百合花束,,
2000401,蠍紋戒指,,
2000402,特製恢復藥,,
2000403,蠍紋戒指,,
2000404,毒藥交易賬單,,
2000405,紫檀木箱,,
2000406,陳舊的供品,,
2000407,蜂毒酒,,
2000408,毒蟾蜍腿肉,,
2000409,木人,木人,
2000410,送往地平關的小包,,
2000411,拉爾戈的膽汁,,
2000412,招募工人的傳單,,
2000413,扣押令,,
2000414,魚乾,,
2000415,兀鷲胸肉,,
2000416,乙太藥運輸箱,,
2000417,蜥蜴人的鮮血,,
2000418,乙太藥運輸箱,,
2000419,蜥蜴人的鮮血,,
2000420,沾有血跡的咒杖,,
2000421,被撕裂的古書,,
2000422,茉門論文集,,
2000423,古舊金幣,,
2000424,,,
2000425,茉門論文集,,
2000426,可可布希的情報書,,
2000427,河蟾蜍肝,,
2000428,裝羊毛的麻袋,,
2000429,小麥粉袋,小麦粉袋,
2000430,裝著衣服的包裹,,
2000431,裝著衣服的包裹,,
2000432,裝著衣服的包裹,,
2000433,沾有血跡的手鐲,,
2000434,裝有肉的木箱,,
2000435,大麻袋,,
2000436,裝有渡渡鳥的麻袋,,
2000437,除虱刷,,
2000438,半透明的黏液,,
2000439,苔綠色的體液,,
2000440,高純度土之水晶,,
2000441,小鑰匙,,
2000442,6星司火藥,,
2000443,,,
2000444,路燈用的燈油,,
2000445,給梅爾維布提督的親筆信,,
2000446,給嘉恩·艾幻術皇的親筆信,,
2000447,奇怪的香草,,
2000448,斯維特尼克斯的信函,,
2000449,滯納關稅名單,,
2000450,新鮮的牡羊肉,,
2000451,七賢堂小包,,
2000452,七賢堂小包,,
2000453,失蹤者名單,,
2000454,水母肉塊,,
2000455,犯人的畫像,,
2000456,給梅爾維布提督的親筆信,,
2000457,給勞班局長的親筆信,,
2000458,給嘉恩·艾幻術皇的親筆信,,
2000459,給勞班局長的親筆信,,
2000460,市場價格調查報告,市場価格調査書,
2000461,敏菲利亞的短劍,,
2000462,鑲有魔晶石的短劍,,
2000463,黃昏卷餅,,
2000464,西米棕櫚樹幹,,
2000465,西米棕櫚樹種,,
2000466,枯葉,,
2000467,旅神葵的花萼,,
2000468,椰子果實,,
2000469,骯髒的磚塊,,
2000470,堅硬的磚塊,,
2000471,風化的岩盤碎片,,
2000472,堅硬的岩盤碎片,,
2000473,優質黃銅礦,,
2000474,低純度銅礦,,
2000475,骯髒的磚塊,,
2000476,堅硬的磚塊,,
2000477,岩石樣本,,
2000478,礦石樣本,,
2000479,褐色的石塊,,
2000480,優質鋅礦,,
2000481,骯髒的石材,,
2000482,漂亮的石材,,
2000483,岩石樣本,,
2000484,礦石樣本,,
2000485,毒蜥蜴的蛻皮,,
2000486,風化的岩盤碎片,,
2000487,堅硬的岩盤碎片,,
2000488,岩石樣本,,
2000489,礦石樣本,,
2000490,土之力岩石,,
2000491,墓石用石材,,
2000492,紅褐色岩石,,
2000493,蘊含魔力的岩石,,
2000494,鈍色的砂礫,,
2000495,閃光的砂礫,,
2000496,苔蘚覆蓋的石材,,
2000497,優質的粉砂岩,,
2000498,石壁用石材,,
2000499,積土的岩石,,
2000500,刻字的岩石,,
2000501,釀造庫用的燧石,,
2000502,石壁的碎片,,
2000503,鎮守燈籠用的石材,,
2000504,褐色的小碎片,,
2000505,綠色的小碎片,,
2000506,優質的鐵礦,,
2000507,古代的貝殼,,
2000508,莫拉比牡蠣,,
2000509,羅羅特恩的名片,,
2000510,洞山羊裡脊,,
2000511,土針鼴肉,,
2000512,船長室的鑰匙,,
2000513,海人門的鑰匙,,
2000514,處罰室的鑰匙,,
2000515,伊桑巴德的介紹信,,
2000516,火元精核心,,
2000517,準備下葬的遺體,,
2000518,可疑的傳單,,
2000519,巴德龍的草書,,
2000520,奇怪的書簡,,
2000521,避難地正門的鑰匙,,
2000522,用舊的匕首,,
2000523,蓋有呢絨的箱子,,
2000524,運輸商品,,
2000525,西蓋爾德的水袋,,
2000526,西蓋爾德的皮包,,
2000527,,,
2000528,,,
2000529,,,
2000530,色彩鮮豔的羽毛,,
2000531,黃鐵礦碎片,,
2000532,柔軟的毒蜥蜴粗皮,,
2000533,海月水母的鰾袋,,
2000534,風元精核心,,
2000535,雷元精核心,,
2000536,掉落的貨物,,
2000537,騙來的貴金屬,,
2000538,渡渡鳥腐肉,,
2000539,古代的土器,,
2000540,偏屬性水晶,,
2000541,新鮮的低地葡萄,,
2000542,妖花的種子,,
2000543,渡渡鳥的種蛋,,
