key,0
#,Name
offset,0
int32,str
0,
1,所有職業
2,劍術師
3,格鬥家
4,斧術師
5,槍術師
6,弓箭手
7,幻術師
8,咒術師
9,刻木匠
10,鍛鐵匠
11,鑄甲匠
12,雕金匠
13,製革匠
14,裁衣匠
15,煉金術士
16,烹調師
17,採礦工
18,園藝工
19,捕魚人
20,騎士
21,武僧
22,戰士
23,龍騎士
24,吟遊詩人
25,白魔法師
26,黑魔法師
27,秘術師
28,召喚師
29,學者
30,戰鬥菁英
31,魔法導師
32,大地使者
33,能工巧匠
34,戰鬥菁英 魔法導師
35,能工巧匠 大地使者
36,劍術師之外的戰鬥菁英
37,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 騎士 戰士 暗黑騎士
38,劍術師 騎士
39,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 騎士 戰士 暗黑騎士
40,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 武僧 戰士 龍騎士 吟遊詩人 忍者
41,格鬥家 武僧
42,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 武僧 戰士 龍騎士 吟遊詩人 忍者
43,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 騎士 武僧 戰士 龍騎士 暗黑騎士
44,斧術師 戰士
45,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 騎士 武僧 戰士 龍騎士 暗黑騎士
46,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 武僧 龍騎士 吟遊詩人 忍者 機工士
47,槍術師 龍騎士
48,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 武僧 龍騎士 吟遊詩人 忍者 機工士
49,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 吟遊詩人 黑魔法師 召喚師 機工士
50,弓箭手 吟遊詩人
51,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 吟遊詩人 機工士
52,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 騎士 白魔法師 學者 占星術士
53,幻術師 白魔法師
54,劍術師 格鬥家 斧術師 槍術師 弓箭手 雙劍師 幻術師 咒術師 秘術師 白魔法師 黑魔法師 召喚師 學者 占星術士
55,咒術師 黑魔法師
56,劍術師 幻術師 咒術師 騎士 白魔法師 黑魔法師
57,劍術師 咒術師 騎士 黑魔法師
58,劍術師 幻術師 騎士 白魔法師
59,劍術師 斧術師 騎士 戰士 暗黑騎士 絕槍戰士
60,劍術師 斧術師 槍術師 騎士 戰士 龍騎士 暗黑騎士 絕槍戰士 釤鐮客
61,幻術師 咒術師 秘術師 白魔法師 學者 占星術士
62,幻術師 咒術師 秘術師 白魔法師 黑魔法師 召喚師 學者 占星術士
63,咒術師 秘術師 黑魔法師 召喚師 赤魔法師 青魔法師 繪靈法師
64,幻術師 白魔法師 學者 占星術士 賢者
