key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_001,畢竟迷津當中有著各種各樣的研究設施，<hex:02100103>對拾穗人發出的委託也是千奇百怪……<hex:02100103>光是整理委託就已經是一件令人費心的工作了。
1,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_002,你是拾穗人總會中精明能幹的拾穗人吧。<hex:02100103>如果對於迷津各部門發出的怪物狩獵的委託有任何疑問，<hex:02100103>請儘管詢問。
2,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_Q1_000_000,想了解什麼？
3,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_001,關於B級怪物：逃走的肉牛——哞哞
4,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_002,關於B級怪物：暴食的草牆——草賢人
5,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_003,關於A級怪物：魅惑的木精——胡睹
6,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_004,關於A級怪物：釜煮的水蛇——斯圖希
7,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_005,關於S級怪物：狡猾的凶漢——布弗魯
8,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_A1_000_006,取消
9,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_010,在迷津中也進行著畜產技術相關的研究。<hex:02100103>其中一種研究對象就是原產於太陽神草原的亞考牛……<hex:02100103>在當地則被稱呼為犏牛的家畜。
10,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_011,本來我們正在餵養這種牛以便今後用於生產肉類，<hex:02100103>可其中有一頭本應該送去屠宰的牛在途中逃跑了。<hex:02100103>這頭牛便是哞哞。
11,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_012,你是不是覺得這個名字很奇怪？<hex:02100103>其實這本來是敖龍族的游牧民呼喚牛時會用到的呼聲。<hex:02100103>參與採辦的拾穗人誤把這種呼聲當做是個體名稱了。
12,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_020,移動性的植物格諾莫斯雖然有著一副類似小草牆的可愛外表，<hex:02100103>但其實是肉食性的哦。<hex:02100103>經常會捕食想要躲藏在背陰處而靠近過來的小動物。
13,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_021,這回我希望你幫忙討伐並採集<hex:02100103>格諾莫斯中最能成長的草賢人的樣本。<hex:02100103>普通的老鼠之類的根本沒法滿足它的食慾呢。
14,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_022,要是粗心大意的話，弄不好你也會被吃掉哦？<hex:02100103>啊，你是不是認為我在開玩笑？<hex:02100103>那我還是勸你想想它為什麼會被人稱為草賢人比較好。
15,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_030,迷津雖然是利用天然的地下空洞構建起來的，<hex:02100103>但其實在建設的時候也進行了大規模的人為改造。<hex:02100103>那時候從掘出的古代地層中發現了奇妙的種子。
16,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_031,我們將那顆有可能沉睡了數千年的種子埋在了沃土中並精心照料。<hex:02100103>令人驚訝的是它竟然發芽了，研究者們為此倍感高興。
17,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_032,可是當聽到那個根據北洋傳說命名為胡睹的植物<hex:02100103>發出含有魅惑魔力的歌聲時，大伙都後悔了。<hex:02100103>大伙在那歌聲的驅使下不情願地跳了一整天舞……
18,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_040,迷津下層的內環那裡有用於調整氣候的屬性增殖爐，<hex:02100103>之前有2隻巨魔就對著屬性增殖爐做了惡作劇。
19,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_041,不知道它們從哪裡抓來了海蛇的幼體，<hex:02100103>並將其扔進了屬性增殖爐裡。
20,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_042,之後經過了好幾周的時間，那個幼體吸夠了屬性之力，<hex:02100103>獲得了巨大的身軀並變得無比狂暴。<hex:02100103>沒錯，它就是斯圖希。
21,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_050,自古就棲息在北洋群島的巨魔是為了維持迷津的生態環境，<hex:02100103>使其作為生態系中的頂級捕食者而被引進過來的。<hex:02100103>它們對於迷津的環境起著重要的作用。
22,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_051,可它們要是開始襲擊人類的話，那就得另說了。<hex:02100103>一個被稱為布弗魯的族群之長在時間的積累下擁有了智慧，<hex:02100103>甚至用樹皮製作出了類似鎧甲的武裝。
23,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_052,為此，我們以研究巨魔智力需要樣本的名義，<hex:02100103>對拾穗人總會發出了討伐委託。
24,TEXT_CTSHNT60RISKYMOBLABYRINTHOS_00761_EDITHE_000_053,問題是要如何引誘出那個會使小聰明的生物。<hex:02100103>比如讓它看到幼體在外面開心地玩耍，<hex:02100103>誘使它喪失警覺怎麼樣？
