key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGRA203_05291_SEQ_00,阿卡狄亞協會的休息室的亞納想為冒險者介紹下一個對手。
1,TEXT_KINGRA203_05291_SEQ_01,亞納為冒險者介紹了中量級的第二位鬥士。挑戰藝術戰鬥家——狂熱糖潮。<hex:02100103><hex:02100103>※可以通過任務搜尋器參加。
2,TEXT_KINGRA203_05291_SEQ_02,戰勝了狂熱糖潮。和阿卡狄亞協會的休息室的亞納談談。<hex:02100103>若是離開了阿卡狄亞協會的休息室，可以與阿卡狄亞協會前的工作人員對話再次前往。
3,TEXT_KINGRA203_05291_SEQ_03,亞納將靈魂壞死症的事告訴了熱舞綠光和狂熱糖潮，兩位鬥士決定退役。
4,TEXT_KINGRA203_05291_SEQ_04,
5,TEXT_KINGRA203_05291_SEQ_05,
6,TEXT_KINGRA203_05291_SEQ_06,
7,TEXT_KINGRA203_05291_SEQ_07,
8,TEXT_KINGRA203_05291_SEQ_08,
9,TEXT_KINGRA203_05291_SEQ_09,
10,TEXT_KINGRA203_05291_SEQ_10,
11,TEXT_KINGRA203_05291_SEQ_11,
12,TEXT_KINGRA203_05291_SEQ_12,
13,TEXT_KINGRA203_05291_SEQ_13,
14,TEXT_KINGRA203_05291_SEQ_14,
15,TEXT_KINGRA203_05291_SEQ_15,
16,TEXT_KINGRA203_05291_SEQ_16,
17,TEXT_KINGRA203_05291_SEQ_17,
18,TEXT_KINGRA203_05291_SEQ_18,
19,TEXT_KINGRA203_05291_SEQ_19,
20,TEXT_KINGRA203_05291_SEQ_20,
21,TEXT_KINGRA203_05291_SEQ_21,
22,TEXT_KINGRA203_05291_SEQ_22,
23,TEXT_KINGRA203_05291_SEQ_23,
24,TEXT_KINGRA203_05291_TODO_00,突破阿卡狄亞登天鬥技場中量級2
25,TEXT_KINGRA203_05291_TODO_01,和亞納對話
26,TEXT_KINGRA203_05291_TODO_02,
27,TEXT_KINGRA203_05291_TODO_03,
28,TEXT_KINGRA203_05291_TODO_04,
29,TEXT_KINGRA203_05291_TODO_05,
30,TEXT_KINGRA203_05291_TODO_06,
31,TEXT_KINGRA203_05291_TODO_07,
32,TEXT_KINGRA203_05291_TODO_08,
33,TEXT_KINGRA203_05291_TODO_09,
34,TEXT_KINGRA203_05291_TODO_10,
35,TEXT_KINGRA203_05291_TODO_11,
36,TEXT_KINGRA203_05291_TODO_12,
37,TEXT_KINGRA203_05291_TODO_13,
38,TEXT_KINGRA203_05291_TODO_14,
39,TEXT_KINGRA203_05291_TODO_15,
40,TEXT_KINGRA203_05291_TODO_16,
41,TEXT_KINGRA203_05291_TODO_17,
42,TEXT_KINGRA203_05291_TODO_18,
43,TEXT_KINGRA203_05291_TODO_19,
44,TEXT_KINGRA203_05291_TODO_20,
45,TEXT_KINGRA203_05291_TODO_21,
46,TEXT_KINGRA203_05291_TODO_22,
47,TEXT_KINGRA203_05291_TODO_23,
48,TEXT_KINGRA203_05291_YAANA_000_000,趁著這股勁繼續吧，<hex:02100103>我們賽場新星的勝利之路才剛剛開始呢！
49,TEXT_KINGRA203_05291_YAANA_000_100,給你介紹一下下一個對手吧，請看大螢幕。
50,TEXT_KINGRA203_05291_YAANA_000_101,第二位中量級鬥士是<hex:02100103>時刻都在追求美的藝術戰鬥家——狂熱糖潮！
51,TEXT_KINGRA203_05291_YAANA_000_102,她原本是一位塗鴉藝術家。<hex:02100103>九號解決方案中的塗鴉大多出自她手，<hex:02100103>也有一些是其他人模仿她的風格畫的。
52,TEXT_KINGRA203_05291_YAANA_000_103,她注入軟糊怪的靈魂後，可以生成一種特殊的顏料，<hex:02100103>然後再通過噴槍進行創作，並將畫作實體化。<hex:02100103>她甚至可以通過這種力量自行改變場地環境。
53,TEXT_KINGRA203_05291_YAANA_000_104,對她來說，戰場就是她的美術室，戰鬥就是她表現藝術的方式！<hex:02100103>她言行自成風格、想像力漫無邊際，對戰時一旦大意便會被吞沒。<hex:02100103>所以不論發生什麼，都要冷靜地做出判斷。
54,TEXT_KINGRA203_05291_YAANA_000_105,介紹就是這些了，一鼓作氣擊敗狂熱糖潮，<hex:02100103>向著中量級王者的寶座邁進吧！
55,TEXT_KINGRA203_05291_YAANA_000_110,忘了提了，狂熱糖潮還專門給遠程觀戰的客人們設計了特殊形象。<hex:02100103>如果你戰鬥時還能分出精力的話，可以觀察一下場地的四周。
56,TEXT_KINGRA203_05291_YAANA_000_120,幹得漂亮，<hex:022903EB0203>！<hex:02100103>我就知道你能贏！
57,TEXT_KINGRA203_05291_YAANA_000_121,接下來就要挑戰中量級的王者了……<hex:02100103>不過在那之前還有點時間，我想先辦一件事。
58,TEXT_KINGRA203_05291_YAANA_000_122,我打算將靈魂壞死症的事告訴熱舞綠光和狂熱糖潮，<hex:02100103>順便為他們檢查一下身體。<hex:02100103>畢竟事關性命，比賽也結束了，還是盡快讓他們知情吧。
59,TEXT_KINGRA203_05291_YAANA_000_123,我提前確認過，這個休息室沒有監聽類的設備。<hex:02100103>終端也從涅餘尼那裡借來了，就在這給他們檢查吧。
60,TEXT_KINGRA203_05291_YAANA_000_124,他們應該快到了……
61,TEXT_KINGRA203_05291_DANCINGGREEN_100_124,喲！專門喊我們過來，<hex:02100103>是要舉辦派對熱鬧熱鬧嗎？
62,TEXT_KINGRA203_05291_SUGARRIOT_100_125,如果是派對我就不參加了，<hex:02100103>我從和<hex:022903EB0203>的戰鬥中得到了不少靈感，急著回去創作呢……<hex:02100103>說吧，是什麼事？
63,TEXT_KINGRA203_05291_YAANA_000_125,你們的數值還在安全範圍內，但很接近發病的數值了……<hex:02100103>為了防止狀態惡化，我建議還是不要繼續做鬥士了。
64,TEXT_KINGRA203_05291_DANCINGGREEN_000_126,哦不……真是掃興的消息……
65,TEXT_KINGRA203_05291_SUGARRIOT_000_127,這個消息太突然了，<hex:02100103>如果不是聽說了你和蜂蜂小甜心都選擇了退役，<hex:02100103>我肯定不會相信你的話。
66,TEXT_KINGRA203_05291_YAANA_000_128,理解，突然叫人退役是挺莫名其妙的。<hex:02100103>但畢竟事關性命……你們也慎重考慮一下吧。
67,TEXT_KINGRA203_05291_DANCINGGREEN_000_129,好，我退役。<hex:02100103>說實話……我已經對扮演熱舞綠光有些厭倦了。<hex:02100103>我就在這抱怨一下吧，你們別往外說。
68,TEXT_KINGRA203_05291_DANCINGGREEN_000_130,為了維持傳奇潮男的人設，<hex:02100103>無論我想不想，都得常去夜場轉悠……<hex:02100103>連休息日都要練舞，累得我都快崩潰了。
69,TEXT_KINGRA203_05291_DANCINGGREEN_000_131,這些話很難開口……正好趁這個機會結束這一切吧。<hex:02100103>舞蹈的確曾經是我的愛好，但疲憊已經磨滅了興趣，<hex:02100103>希望離開這裡能讓我重新喜歡上它。
70,TEXT_KINGRA203_05291_YAANA_000_132,我一直以為你是真心享受派對的，原來……<hex:02100103>辛苦你了。
